N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,B_H,B_R,C,CH,DB,D_R,DI,K_D,Log_B_W,M_R,PBM,P_B,R_L,R_T,S_S,SD,S_Dbw,Si,T_W,T_WiB,W_G,XB,PC,CE,G_str,G_rex,Conn,CVNN,ICC,CV,LCCV,CSBM,WGLI,MPC,PBMF,MPE,CO,DCVI,GDI11,GDI12,GDI13,GDI21,GDI22,GDI23,GDI31,GDI32,GDI33,GDI41,GDI42,GDI43,GDI51,GDI52,GDI53,UW
710,edisonn710.xlsx,GMM,5000,100,23,2:40,normal,0.3,1,0,0,1.0,0.91,1.0,1.0,1.0,0.99,1.0,1.0,0.94,1.0,1.0,0.26,0.64,1.0,0.73,0.96,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.26,1.0,1.0,NI,0.96,1.0,1.0,0.99,NI,NI,1.0,1.0,0.26,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26,0.26,1.0,0.9871814741050162
711,edisonn711.xlsx,GMM,5000,100,23,2:40,normal,0.3,5,0,0,1.0,0.9,1.0,1.0,1.0,0.92,1.0,1.0,0.95,1.0,1.0,0.32,0.77,1.0,1.0,0.94,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.95,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,1.0,0.9854326830432938
712,edisonn712.xlsx,GMM,5000,100,24,2:40,normal,0.1,1,0,0,1.0,0.92,1.0,1.0,1.0,0.96,1.0,1.0,0.7,1.0,1.0,0.37,0.61,1.0,1.0,0.97,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.97,1.0,1.0,0.96,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,0.37,0.37,1.0
713,edisonn713.xlsx,GMM,5000,100,24,2:40,normal,0.1,5,0,0,1.0,0.91,1.0,1.0,1.0,0.95,1.0,1.0,0.62,1.0,1.0,0.36,0.67,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.96,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.62,0.36,0.9843542167513518
714,edisonn714.xlsx,GMM,5000,100,24,2:40,normal,0.3,1,0,0,1.0,0.93,1.0,1.0,1.0,0.99,1.0,1.0,0.95,1.0,1.0,0.37,0.76,1.0,0.6,0.97,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.37,1.0,1.0,NI,0.97,1.0,1.0,0.99,NI,NI,1.0,0.71,0.37,NI,1.0,1.0,0.95,0.95,0.37,0.95,0.95,1.0,0.95,0.95,1.0,1.0,1.0,0.37,0.37,0.37,0.9774291095980988
715,edisonn715.xlsx,GMM,5000,100,24,2:40,normal,0.3,5,0,0,1.0,0.92,1.0,1.0,1.0,0.93,1.0,1.0,0.99,1.0,1.0,0.36,0.75,1.0,Full NaN,0.95,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.96,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,1.0000000000000002
716,edisonn716.xlsx,GMM,5000,100,25,2:40,normal,0.1,1,0,0,1.0,0.92,1.0,1.0,1.0,0.96,1.0,1.0,0.81,1.0,1.0,0.37,0.76,1.0,0.37,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,0.37,0.37,0.9763388536016792
717,edisonn717.xlsx,GMM,5000,100,25,2:40,normal,0.1,5,0,0,1.0,0.93,1.0,1.0,1.0,0.96,1.0,1.0,0.96,1.0,1.0,0.35,0.81,1.0,0.99,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,0.97,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,1.0000000000000002
718,edisonn718.xlsx,GMM,5000,100,25,2:40,normal,0.3,1,0,0,0.99,0.93,0.99,0.99,0.99,0.95,0.99,0.99,0.72,0.99,0.99,0.37,0.67,0.99,0.67,0.97,Full NaN,0.99,0.99,0.99,0.99,0.99,0.99,0.37,0.99,0.99,NI,0.98,0.99,0.99,0.98,NI,NI,0.99,0.99,0.37,NI,0.99,0.99,0.99,0.99,0.37,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.37,0.52,0.37,0.9795390665158578
719,edisonn719.xlsx,GMM,5000,100,25,2:40,normal,0.3,5,0,0,1.0,0.93,1.0,1.0,1.0,0.98,1.0,1.0,0.97,1.0,1.0,0.35,0.8,1.0,0.98,0.97,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,0.981667273825464
720,edisonn720.xlsx,GMM,5000,100,26,2:40,normal,0.1,1,0,0,1.0,0.93,1.0,1.0,1.0,0.94,1.0,1.0,0.94,1.0,1.0,0.36,0.69,1.0,0.36,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,0.97,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.51,0.36,0.9660250979432972
721,edisonn721.xlsx,GMM,5000,100,26,2:40,normal,0.1,5,0,0,1.0,0.93,1.0,1.0,1.0,0.98,1.0,1.0,0.94,1.0,1.0,0.34,0.79,1.0,0.98,0.97,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,0.51,0.34,0.9919325871072464
722,edisonn722.xlsx,GMM,5000,100,26,2:40,normal,0.3,1,0,0,1.0,0.94,1.0,1.0,1.0,0.99,1.0,1.0,0.59,1.0,1.0,0.32,0.65,1.0,0.88,0.98,Full NaN,1.0,1.0,0.94,1.0,1.0,1.0,0.32,1.0,1.0,NI,0.98,1.0,1.0,0.97,NI,NI,1.0,0.99,0.32,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9900136676181988
723,edisonn723.xlsx,GMM,5000,100,26,2:40,normal,0.3,5,0,0,1.0,0.93,1.0,1.0,1.0,0.99,1.0,1.0,0.98,1.0,1.0,0.34,0.82,1.0,0.96,0.97,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.9744239293132436
724,edisonn724.xlsx,GMM,5000,100,27,2:40,normal,0.1,1,0,0,1.0,0.93,1.0,1.0,1.0,0.97,1.0,1.0,0.74,1.0,1.0,0.26,0.71,1.0,0.96,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26,0.26,0.26,0.8926069331116996
725,edisonn725.xlsx,GMM,5000,100,27,2:40,normal,0.1,5,0,0,1.0,0.94,1.0,1.0,1.0,0.97,1.0,1.0,0.94,1.0,1.0,0.36,0.67,1.0,0.96,0.98,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,0.9677252853784172
726,edisonn726.xlsx,GMM,5000,100,27,2:40,normal,0.3,1,0,0,1.0,0.93,1.0,1.0,1.0,0.98,1.0,1.0,0.94,1.0,1.0,0.33,0.74,1.0,1.0,0.98,Full NaN,1.0,1.0,0.97,1.0,1.0,1.0,0.33,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,0.33,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.9068146202948631
727,edisonn727.xlsx,GMM,5000,100,27,2:40,normal,0.3,5,0,0,1.0,0.94,1.0,1.0,1.0,0.96,1.0,1.0,0.61,1.0,1.0,0.36,0.67,1.0,1.0,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.97,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,0.994732910159328
728,edisonn728.xlsx,GMM,5000,100,28,2:40,normal,0.1,1,0,0,1.0,0.94,1.0,1.0,1.0,0.96,1.0,1.0,0.96,1.0,1.0,0.33,0.74,1.0,0.96,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.9946601619293084
729,edisonn729.xlsx,GMM,5000,100,28,2:40,normal,0.1,5,0,0,1.0,0.94,1.0,1.0,1.0,0.95,1.0,1.0,0.99,1.0,1.0,0.35,0.8,1.0,0.98,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,0.9857149997104414
730,edisonn730.xlsx,GMM,5000,100,28,2:40,normal,0.3,1,0,0,1.0,0.94,1.0,1.0,1.0,0.99,1.0,1.0,0.98,1.0,1.0,0.33,0.79,1.0,Full NaN,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,0.33,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.9744085718088468
731,edisonn731.xlsx,GMM,5000,100,28,2:40,normal,0.3,5,0,0,1.0,0.94,1.0,1.0,1.0,0.98,1.0,1.0,0.97,1.0,1.0,0.35,0.8,1.0,1.0,0.99,Full NaN,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,0.97202555447513
732,edisonn732.xlsx,GMM,5000,100,29,2:40,normal,0.1,1,0,0,1.0,0.95,0.99,1.0,1.0,0.98,1.0,1.0,0.99,1.0,1.0,0.32,0.75,1.0,0.97,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,0.99,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9925150828995204
733,edisonn733.xlsx,GMM,5000,100,29,2:40,normal,0.1,5,0,0,1.0,0.94,1.0,1.0,1.0,0.97,1.0,1.0,0.95,1.0,1.0,0.36,0.76,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,0.9973281094035672
734,edisonn734.xlsx,GMM,5000,100,29,2:40,normal,0.3,1,0,0,1.0,0.95,1.0,1.0,1.0,0.97,1.0,1.0,0.97,1.0,1.0,0.28,0.8,1.0,1.0,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.28,1.0,1.0,NI,1.0,1.0,1.0,1.0,NI,NI,1.0,1.0,0.28,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28,0.28,0.28,0.9833332579433732
735,edisonn735.xlsx,GMM,5000,100,29,2:40,normal,0.3,5,0,0,1.0,0.95,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.36,0.76,1.0,1.0,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,Full NaN,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,0.9379009978986196
736,edisonn736.xlsx,GMM,5000,100,30,2:40,normal,0.1,1,0,0,1.0,0.95,1.0,1.0,1.0,0.99,1.0,1.0,0.91,1.0,1.0,0.32,0.56,1.0,1.0,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.5,0.5,1.0000000000000002
737,edisonn737.xlsx,GMM,5000,100,30,2:40,normal,0.1,5,0,0,1.0,0.95,1.0,1.0,1.0,0.98,1.0,1.0,0.83,1.0,1.0,0.24,0.77,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.24,1.0,0.9872474944555916
738,edisonn738.xlsx,GMM,5000,100,30,2:40,normal,0.3,1,0,0,1.0,0.95,1.0,1.0,1.0,0.99,1.0,1.0,0.88,1.0,1.0,0.32,0.62,1.0,Full NaN,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,0.32,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.5,0.32,1.0000000000000002
739,edisonn739.xlsx,GMM,5000,100,30,2:40,normal,0.3,5,0,0,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,0.83,1.0,1.0,0.24,0.77,1.0,1.0,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.24,1.0,0.9393507689180236
740,edisonn740.xlsx,GMM,5000,100,31,2:40,normal,0.1,1,0,0,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.34,0.72,1.0,1.0,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.9862833501381084
741,edisonn741.xlsx,GMM,5000,100,31,2:40,normal,0.1,5,0,0,1.0,0.96,1.0,1.0,1.0,0.97,1.0,1.0,0.84,1.0,1.0,0.26,0.75,1.0,0.9,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26,0.26,0.26,0.991653903013568
742,edisonn742.xlsx,GMM,5000,100,31,2:40,normal,0.3,1,0,0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,1.0,0.98,1.0,1.0,0.32,0.71,1.0,1.0,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,0.32,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9925809507195968
743,edisonn743.xlsx,GMM,5000,100,31,2:40,normal,0.3,5,0,0,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.26,0.74,1.0,0.89,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26,0.26,0.26,0.9872641523703832
744,edisonn744.xlsx,GMM,5000,100,32,2:40,normal,0.1,1,0,0,1.0,0.96,1.0,1.0,1.0,0.98,1.0,1.0,0.91,1.0,1.0,0.32,0.7,1.0,0.97,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9615316426333688
745,edisonn745.xlsx,GMM,5000,100,32,2:40,normal,0.1,5,0,0,1.0,0.97,1.0,1.0,1.0,0.97,1.0,1.0,0.99,1.0,1.0,0.34,0.63,1.0,1.0,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.984937279911103
746,edisonn746.xlsx,GMM,5000,100,32,2:40,normal,0.3,1,0,0,1.0,0.97,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.34,0.63,1.0,0.98,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.34,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,0.54,0.34,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.932780287459828
747,edisonn747.xlsx,GMM,5000,100,32,2:40,normal,0.3,5,0,0,1.0,0.96,1.0,1.0,1.0,0.98,1.0,1.0,0.97,1.0,1.0,0.34,0.63,1.0,1.0,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.9793845718407336
748,edisonn748.xlsx,GMM,5000,100,33,2:40,normal,0.1,1,0,0,1.0,0.97,1.0,1.0,1.0,0.97,1.0,1.0,0.75,1.0,1.0,0.33,0.73,1.0,0.33,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.97,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.9557396245873604
749,edisonn749.xlsx,GMM,5000,100,33,2:40,normal,0.1,5,0,0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,1.0,0.97,1.0,1.0,0.34,0.76,1.0,1.0,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,1.0000000000000002
750,edisonn750.xlsx,GMM,5000,100,33,2:40,normal,0.3,1,0,0,0.99,0.97,0.99,0.99,1.0,0.98,1.0,1.0,0.98,0.99,0.99,0.32,0.75,1.0,0.99,0.99,Full NaN,1.0,0.99,0.99,1.0,1.0,0.99,0.32,0.99,0.99,NI,0.99,1.0,1.0,0.99,NI,NI,0.99,0.61,0.32,NI,1.0,1.0,1.0,1.0,0.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9814350580826012
751,edisonn751.xlsx,GMM,5000,100,33,2:40,normal,0.3,5,0,0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,1.0,0.8,1.0,1.0,0.34,0.76,1.0,1.0,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.9765099941313512
752,edisonn752.xlsx,GMM,5000,100,34,2:40,normal,0.1,1,0,0,1.0,0.97,1.0,1.0,1.0,0.99,1.0,1.0,0.98,1.0,1.0,0.33,0.83,1.0,1.0,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.99,0.9448931075586756
